31.425	108.479	38.378	13.201	0.871	9.846	11.549	15.409
25.951	106.09	38.433	12.866	1.045	9.55	13.538	12.409
27.001	112.35	39.421	13.979	1.054	8.726	14.867	13.394
27.254	118.64	41.482	12.264	1.071	11.7	13.233	11.91
23.801	113.079	39.739	12.789	0.896	12.669	11.589	14.319
24.101	117.587	40.287	13.91	1.065	13.345	14.878	13.23
26.771	114.258	43.346	14.073	1.038	12.945	14.77	13.769
26.771	116.859	37.34	13.743	1.126	12.151	15.584	12.277
27.144	118.161	40.946	11.842	0.971	12.837	11.549	12.3
23.567	117.722	40.403	13.504	1.069	13.693	14.56	12.819
25.909	124.801	44.163	13.265	1.145	13.417	15.395	11.723
27.56	116.717	39.786	13.468	1.052	13.293	14.252	12.987
24.632	114.076	44.209	13.405	1.042	12.506	14.011	13.049
26.95	116.725	39.064	13.425	1.084	13.842	14.602	12.498
25.647	119.65	43.395	12	1.004	14.213	12.18	12.017
25.96	120.885	42.013	12.938	1.109	12.341	14.44	11.754
24.727	112.746	41.222	13.78	1.056	12.365	14.664	13.139
23.995	113.744	40.179	12.515	0.97	14.003	12.417	12.948
25.208	117.597	40.362	13.124	0.899	12.301	11.933	14.784
23.873	113.685	38.795	13.299	1.046	14.707	13.983	12.828
24.635	113.74	37.486	13.758	1.005	12.214	13.833	13.875
23.649	112.968	41.849	12.202	1.026	12.721	12.571	12.017
22.469	114.154	40.639	12.674	0.933	13.91	11.979	13.7
21.477	113.098	40.607	12.004	0.976	13.969	11.847	12.338
22.728	115.432	42.976	12.276	1.01	13.554	12.467	12.324
20.835	114.35	44.261	12.315	0.931	14.211	11.609	13.395
20.139	116.538	44.279	13.247	1.126	14.457	15.202	11.943
20.583	106.694	42.303	13.32	0.95	13.581	12.833	14.238
13.307	102.387	41.3	9.351	0.787	13.506	7.403	11.978
21.222	110.81	42.486	12.18	1.097	12.789	13.388	11.182
19.355	107.848	40.779	11.538	0.986	14.783	11.456	11.948
19.672	103.101	38.133	12.362	0.938	13.226	11.697	13.402

